x,y,z,qx,qy,qz,qw
0.05995992019570214,-0.1397341450585507,0.2880525766815245,0.2906527275292619,-0.6452916010922809,-0.644157574532007,0.29013920919552305
0.05995992019570214,-0.1397341450585507,0.2880525766815245,0.2906527275292619,-0.6452916010922809,-0.644157574532007,0.29013920919552305
0.05995992019570214,-0.1397341450585507,0.2880525766815245,0.2906527275292619,-0.6452916010922809,-0.644157574532007,0.29013920919552305
0.05995992019570214,-0.1397341450585507,0.2880525766815245,0.2906527275292619,-0.6452916010922809,-0.644157574532007,0.29013920919552305
0.05995992019570214,-0.1397341450585507,0.2880525766815245,0.2906527275292619,-0.6452916010922809,-0.644157574532007,0.29013920919552305
0.05995992019570214,-0.1397341450585507,0.2880525766815245,0.2906527275292619,-0.6452916010922809,-0.644157574532007,0.29013920919552305
0.05995992019570214,-0.1397341450585507,0.2880525766815245,0.2906527275292619,-0.6452916010922809,-0.644157574532007,0.29013920919552305
0.14802486377369306,-0.034777335002824795,0.2880525766815246,0.5502028924848166,-0.4451483298427394,-0.44436726189009995,0.5492335369402137
0.05923149324768496,0.14004446984000662,0.2880525766815245,0.7075806857840559,0.014485564048531963,0.014457596438404996,0.7063361235593051
-0.014116792211054274,0.1513986112974257,0.2880525766815245,0.6826477928976109,0.18674112913993898,0.18641025683553528,0.6814476925531934
-0.014116792211054274,0.1513986112974257,0.2880525766815245,0.6826477928976109,0.18674112913993898,0.18641025683553528,0.6814476925531934
0.1337300082008565,0.07236786739788552,0.2880525766815245,0.6724988207812261,-0.22051211873341411,-0.2201266091310873,0.671315140222542
-0.1254566252153092,-0.08591541488408544,0.28805257668152456,0.18510826860224167,0.6830923710271688,0.6818901812161989,0.18478507055631183
-0.12976351007029316,-0.07926067612224866,0.2880525766815245,0.2028506189236705,0.6780353124010008,0.6768419554199213,0.2024961948356042
-0.12976351007029316,-0.07926067612224866,0.2880525766815245,0.2028506189236705,0.6780353124010008,0.6768419554199213,0.2024961948356042
-0.12976351007029316,-0.07926067612224866,0.2880525766815245,0.2028506189236705,0.6780353124010008,0.6768419554199213,0.2024961948356042
-0.18782234998671038,-0.16730139587564194,0.14864042907446234,0.02379739823907062,0.08208644126283358,0.9543287846597627,0.2862727209632028
-0.17605003350263476,-0.14945042554248456,0.08245894351742461,-0.05046917138205129,-0.16546394033619355,0.9433338565393745,0.28318859845512995
-0.17605003350263476,-0.14945042554248456,0.08245894351742461,-0.05046917138205129,-0.16546394033619355,0.9433338565393745,0.28318859845512995
-0.17605003350263476,-0.14945042554248456,0.08245894351742461,-0.05046917138205129,-0.16546394033619355,0.9433338565393745,0.28318859845512995
