joint2_to_joint1,joint3_to_joint2,joint4_to_joint3,joint5_to_joint4,joint6_to_joint5,joint6output_to_joint6
-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549
-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549
-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549
-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549
-0.05868556615949509,-0.0031137065544907328,-0.03294384668026885,0.03307214307425584,0.05780760859086943,-0.001899646017937856
-0.11690981431899003,-0.005766095108981311,-0.06542637536053754,0.06660560414851184,0.11607653518173902,-0.003337974035875557
-0.17513406247848498,-0.00841848366347189,-0.09790890404080624,0.10013906522276785,0.17434546177260862,-0.004776302053813258
-0.2333583106379799,-0.011070872217962466,-0.13039143272107492,0.13367252629702384,0.2326143883634782,-0.006214630071750959
-0.2915825587974748,-0.013723260772453044,-0.1628739614013436,0.1672059873712798,0.29088331495434777,-0.007652958089688661
-0.3498068069569698,-0.016375649326943624,-0.19535649008161232,0.20073944844553585,0.3491522415452174,-0.009091286107626361
-0.40803105511646476,-0.0190280378814342,-0.22783901876188103,0.23427290951979185,0.40742116813608703,-0.010529614125564064
-0.46625530327595965,-0.021680426435924778,-0.2603215474421497,0.2678063705940478,0.46569009472695655,-0.011967942143501763
-0.5244795514354545,-0.024332814990415355,-0.2928040761224184,0.3013398316683038,0.5239590213178261,-0.013406270161439464
-0.5827037995949494,-0.026985203544905932,-0.32528660480268706,0.3348732927425598,0.5822279479086957,-0.014844598179377166
-0.6409280477544445,-0.029637592099396513,-0.3577691334829558,0.3684067538168158,0.6404968744995654,-0.01628292619731487
-0.6991522959139395,-0.03228998065388709,-0.3902516621632245,0.40194021489107185,0.698765801090435,-0.017721254215252568
-0.7573765440734344,-0.03494236920837767,-0.4227341908434932,0.4354736759653278,0.7570347276813045,-0.01915958223319027
-0.8156007922329294,-0.03759475776286825,-0.4552167195237619,0.46900713703958385,0.8153036542721742,-0.020597910251127973
-0.8738250403924241,-0.040247146317358824,-0.48769924820403054,0.5025405981138398,0.8735725808630437,-0.022036238269065672
-0.9320492885519192,-0.0428995348718494,-0.5201817768842992,0.5360740591880958,0.9318415074539133,-0.02347456628700337
-0.990273536711414,-0.04555192342633998,-0.5526643055645679,0.5696075202623518,0.9901104340447829,-0.024912894304941074
-1.048497784870909,-0.048204311980830555,-0.5851468342448366,0.6031409813366078,1.0483793606356524,-0.026351222322878773
-1.106722033030404,-0.05085670053532113,-0.6176293629251053,0.6366744424108638,1.106648287226522,-0.027789550340816475
-1.1649462811898987,-0.05350908908981171,-0.650111891605374,0.6702079034851197,1.1649172138173916,-0.029227878358754178
-1.2231705293493937,-0.05616147764430229,-0.6825944202856428,0.7037413645593757,1.2231861404082613,-0.030666206376691877
-1.2813947775088887,-0.05881386619879287,-0.7150769489659115,0.7372748256336318,1.281455066999131,-0.03210453439462958
-1.3396190256683838,-0.06146625475328345,-0.7475594776461801,0.7708082867078878,1.3397239935900005,-0.03354286241256728
-1.3978432738278788,-0.06411864330777403,-0.7800420063264488,0.8043417477821438,1.39799292018087,-0.03498119043050498
-1.4560675219873735,-0.0667710318622646,-0.8125245350067175,0.8378752088563998,1.4562618467717396,-0.036419518448442684
-1.5142917701468686,-0.06942342041675519,-0.8450070636869862,0.8714086699306558,1.5145307733626092,-0.037857846466380386
-1.5725160183063636,-0.07207580897124577,-0.877489592367255,0.9049421310049118,1.572799699953479,-0.03929617448431809
-1.6307402664658586,-0.07472819752573634,-0.9099721210475237,0.9384755920791679,1.6310686265443486,-0.04073450250225579
-1.6889645146253534,-0.07738058608022692,-0.9424546497277924,0.9720090531534238,1.6893375531352182,-0.042172830520193494
-1.7471887627848481,-0.0800329746347175,-0.9749371784080609,1.0055425142276797,1.7476064797260875,-0.04361115853813119
-1.8054130109443431,-0.08268536318920806,-1.0074197070883297,1.0390759753019356,1.805875406316957,-0.04504948655606889
-1.8636372591038382,-0.08533775174369865,-1.0399022357685983,1.0726094363761918,1.8641443329078267,-0.04648781457400659
-1.921861507263333,-0.08799014029818923,-1.072384764448867,1.1061428974504477,1.9224132594986965,-0.04792614259194429
-1.980085755422828,-0.0906425288526798,-1.1048672931291357,1.1396763585247038,1.980682186089566,-0.04936447060988199
-2.038310003582323,-0.09329491740717039,-1.1373498218094045,1.1732098195989598,2.0389511126804356,-0.050802798627819695
-2.038310003582323,-0.09329491740717039,-1.1373498218094045,1.1732098195989598,2.0389511126804356,-0.050802798627819695
-2.0389491049599724,-0.09204505807480366,-1.1393852437678442,1.1718107129811428,2.03874009352449,-0.053666914648908506
-2.0096312017505986,-0.07530551982888413,-1.1578580729053545,1.1741212825922358,2.043681589392972,-0.05301925629825788
-1.9793529841138897,-0.05865856096069763,-1.1758843001312864,1.1759566811583295,2.047664582810924,-0.052506335745287666
-1.9481047974733188,-0.04213156892507675,-1.1934412654784288,1.1773266258155903,2.0506793542271353,-0.05212333903311489
-1.9158804091238737,-0.025753778077429974,-1.2105064201754059,1.1782415364512435,2.0527196222808084,-0.05186665096838263
-1.8826775856767402,-0.0095567938441736,-1.2270568610388755,1.178713339515685,2.0537831109370086,-0.0517331031596007
-1.8484987981091978,0.006427104660825866,-1.243071700932849,1.178753600031212,2.053872288318087,-0.05172248353161358
-1.813352005576976,0.022160911084245328,-1.258527138624154,1.1783780533915658,2.05299507841438,-0.05183217296300122
-1.777251455568945,0.0376060867185163,-1.2734007461874433,1.1776031553788984,2.0511657210046503,-0.05206160199558766
-1.7402185279592248,0.052722156808688254,-1.2876710667284184,1.176446500101081,2.048405610792032,-0.05241186691559446
-1.7022825992499466,0.0674638562217697,-1.301314330871762,1.174930343885492,2.0447441081704207,-0.05288177019600553
-1.6634818615695852,0.0817840171886103,-1.3143080946200814,1.1730783322759768,2.0402194120704014,-0.053471811472675525
-1.6238641046138103,0.09563201140625453,-1.3266294331468473,1.1709175475842273,2.03487931097359,-0.054181894495563286
-1.583487388771044,0.10895402345320264,-1.3382552977391775,1.1684784367560737,2.028781858025546,-0.05501147340711927
