joint2_to_joint1,joint3_to_joint2,joint4_to_joint3,joint5_to_joint4,joint6_to_joint5,joint6output_to_joint6,joint2_to_joint1_vel,joint3_to_joint2_vel,joint4_to_joint3_vel,joint5_to_joint4_vel,joint6_to_joint5_vel,joint6output_to_joint6_vel
-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,-0.0004613180000001549,0.0,0.0,0.0,0.0,0.0,0.0
-0.05026545610543544,-0.0723304552856944,-0.050099050436933815,0.0035149143420775252,-0.0005021952083968883,-0.0004532957322443345,-0.223836049713725,-0.32300335671520375,-0.2230881683347014,0.017870485747799533,-0.00018371551439118203,3.6054689279175746e-05
-0.10006959421087072,-0.14419959257138865,-0.09973678287386747,0.007491146684155205,-0.0005430724167936217,-0.0004452734644885141,-0.36168742520435415,-0.5219277796052086,-0.36047895458184603,0.028876179621375776,-0.0002968583097102688,5.8259282848344964e-05
-0.149873732316306,-0.2160687298570829,-0.14937451531080115,0.011467379026232885,-0.0005839496251903551,-0.0004372511967326937,-0.4408161285954286,-0.6361133044146716,-0.4393432730184496,0.03519360868608887,-0.000361803927117254,7.100504394213678e-05
-0.1996778704217413,-0.28793786714277714,-0.1990122477477348,0.015443611368310566,-0.0006248268335870884,-0.0004292289289768733,-0.5052620644914645,-0.7291110750941284,-0.5035738820470215,0.04033880393237136,-0.0004146985268866104,8.138575874213881e-05
-0.24948200852717656,-0.3598070044284714,-0.24864998018466847,0.019419843710388244,-0.0006657040419838217,-0.00042120666122105293,-0.5600782159346138,-0.8082127253465835,-0.558206881674427,0.04471518233239617,-0.00045968939172810004,9.021534320938922e-05
-0.2992861466326118,-0.43167614171416563,-0.29828771262160214,0.023396076052465926,-0.0007065812503805551,-0.00041318439346523254,-0.6125492963190191,-0.8839303549076488,-0.6105026455983824,0.048904336382337654,-0.0005027555177422562,9.86671922382738e-05
-0.3490902847380471,-0.5035452789998598,-0.34792544505853573,0.0273723083945436,-0.0007474584587772885,-0.0004051621257094122,-0.6184299513614202,-0.8924163486553454,-0.6163636521864424,0.04937383252586483,-0.000507582119924762,9.961442656707391e-05
-0.3988944228434824,-0.5754144162855541,-0.39756317749546943,0.031348540736621286,-0.0007883356671740219,-0.00039713985795359176,-0.5713357880748995,-0.8244578011260499,-0.5694268399960827,0.04561395749727733,-0.0004689291485018346,9.202867160789794e-05
-0.44869856094891764,-0.6472835535712483,-0.4472009099324031,0.03532477307869896,-0.0008292128755707552,-0.00038911759019777143,-0.517116757798562,-0.7462178178905594,-0.5153889664332607,0.04128525169205961,-0.0004244283763976636,8.329526922641473e-05
